,University_Name,geometry.location.lat,geometry.location.lng,Academic_Year,Current_Training_Center_Name_En,Number_of_Trainees,Center_longitude,Center_latitude
0,King Abdulaziz University,21.4932675,39.2391473,2017,King Abdulaziz University Hospital in Jeddah,289,39.192505,21.485811
1,King Abdulaziz University,21.4932675,39.2391473,2016,King Abdulaziz University Hospital in Jeddah,265,39.192505,21.485811
2,King Abdulaziz University,21.4932675,39.2391473,2018,King Abdulaziz University Hospital in Jeddah,223,39.192505,21.485811
3,King Abdulaziz University,21.4932675,39.2391473,2017,King Abdulaziz Medical City for National Guard in Jeddah,184,39.192505,21.485811
4,King Abdulaziz University,21.4932675,39.2391473,2019,King Abdulaziz University Hospital in Jeddah,180,39.192505,21.485811
5,King Abdulaziz University,21.4932675,39.2391473,2016,King Abdulaziz Medical City for National Guard in Jeddah,176,39.192505,21.485811
6,King Abdulaziz University,21.4932675,39.2391473,2018,King Abdulaziz Medical City for National Guard in Jeddah,145,39.192505,21.485811
7,King Abdulaziz University,21.4932675,39.2391473,2019,King Abdulaziz Medical City for National Guard in Jeddah,117,39.192505,21.485811
8,King Abdulaziz University,21.4932675,39.2391473,2020,King Abdulaziz University Hospital in Jeddah,104,39.192505,21.485811
9,King Abdulaziz University,21.4932675,39.2391473,2017,King Faisal Specialist Hospital and Research Center in Jeddah,104,39.192505,21.485811
10,King Abdulaziz University,21.4932675,39.2391473,2016,King Faisal Specialist Hospital and Research Center in Jeddah,99,39.192505,21.485811
11,King Abdulaziz University,21.4932675,39.2391473,2017,King Fahd Hospital of Armed Forces in Jeddah,98,39.192505,21.485811
12,King Abdulaziz University,21.4932675,39.2391473,2020,King Abdulaziz Medical City for National Guard in Jeddah,91,39.192505,21.485811
13,King Abdulaziz University,21.4932675,39.2391473,2017,King Fahd General Hospital in Jeddah,86,39.192505,21.485811
14,King Abdulaziz University,21.4932675,39.2391473,2018,King Fahd Hospital of Armed Forces in Jeddah,85,39.192505,21.485811
15,King Abdulaziz University,21.4932675,39.2391473,2016,King Fahd General Hospital in Jeddah,79,39.192505,21.485811
16,King Abdulaziz University,21.4932675,39.2391473,2016,King Fahd Hospital of Armed Forces in Jeddah,79,39.192505,21.485811
17,King Abdulaziz University,21.4932675,39.2391473,2018,King Faisal Specialist Hospital and Research Center in Jeddah,77,39.192505,21.485811
18,King Abdulaziz University,21.4932675,39.2391473,2019,King Fahd Hospital of Armed Forces in Jeddah,74,39.192505,21.485811
19,King Abdulaziz University,21.4932675,39.2391473,2018,King Fahd General Hospital in Jeddah,73,39.192505,21.485811
20,King Abdulaziz University,21.4932675,39.2391473,2016,King Faisal Specialist Hospital and Research Center in Riyadh,73,46.675296,24.713552
21,King Abdulaziz University,21.4932675,39.2391473,2017,King Faisal Specialist Hospital and Research Center in Riyadh,72,46.675296,24.713552
22,King Abdulaziz University,21.4932675,39.2391473,2019,King Faisal Specialist Hospital and Research Center in Jeddah,62,39.192505,21.485811
23,King Abdulaziz University,21.4932675,39.2391473,2018,JointProgram for Family Medicine in Jeddah,58,39.192505,21.485811
24,King Abdulaziz University,21.4932675,39.2391473,2017,JointProgram for Family Medicine in Jeddah,58,39.192505,21.485811
25,King Abdulaziz University,21.4932675,39.2391473,2020,King Fahd Hospital of Armed Forces in Jeddah,55,39.192505,21.485811
26,King Abdulaziz University,21.4932675,39.2391473,2019,King Fahd General Hospital in Jeddah,53,39.192505,21.485811
27,King Abdulaziz University,21.4932675,39.2391473,2018,King Faisal Specialist Hospital and Research Center in Riyadh,52,46.675296,24.713552
28,King Abdulaziz University,21.4932675,39.2391473,2021,King Abdulaziz University Hospital in Jeddah,51,39.192505,21.485811
29,King Abdulaziz University,21.4932675,39.2391473,2021,King Abdulaziz Medical City for National Guard in Jeddah,50,39.192505,21.485811
30,King Abdulaziz University,21.4932675,39.2391473,2020,King Faisal Specialist Hospital and Research Center in Jeddah,49,39.192505,21.485811
31,King Abdulaziz University,21.4932675,39.2391473,2016,King Abdulaziz Medical City for National Guard in Riyadh,48,46.675296,24.713552
32,King Abdulaziz University,21.4932675,39.2391473,2017,King Abdulaziz Medical City for National Guard in Riyadh,44,46.675296,24.713552
33,King Abdulaziz University,21.4932675,39.2391473,2016,King Abdulaziz Hospital in Jeddah,44,39.192505,21.485811
34,King Abdulaziz University,21.4932675,39.2391473,2019,JointProgram for Family Medicine in Jeddah,43,39.192505,21.485811
35,King Abdulaziz University,21.4932675,39.2391473,2020,King Faisal Specialist Hospital and Research Center in Riyadh,41,46.675296,24.713552
36,King Abdulaziz University,21.4932675,39.2391473,2022,King Abdulaziz Medical City for National Guard in Jeddah,41,39.192505,21.485811
37,King Abdulaziz University,21.4932675,39.2391473,2017,King Abdulaziz Hospital in Jeddah,36,39.192505,21.485811
38,King Abdulaziz University,21.4932675,39.2391473,2021,King Faisal Specialist Hospital and Research Center in Riyadh,36,46.675296,24.713552
39,King Abdulaziz University,21.4932675,39.2391473,2016,JointProgram for Family Medicine in Jeddah,35,39.192505,21.485811
40,King Abdulaziz University,21.4932675,39.2391473,2018,King Abdulaziz Medical City for National Guard in Riyadh,35,46.675296,24.713552
41,King Abdulaziz University,21.4932675,39.2391473,2016,King Fahad Medical City in Riyadh,35,46.675296,24.713552
42,King Abdulaziz University,21.4932675,39.2391473,2019,King Faisal Specialist Hospital and Research Center in Riyadh,35,46.675296,24.713552
43,King Abdulaziz University,21.4932675,39.2391473,2019,King Abdulaziz Medical City for National Guard in Riyadh,35,46.675296,24.713552
44,King Abdulaziz University,21.4932675,39.2391473,2020,King Fahd General Hospital in Jeddah,34,39.192505,21.485811
45,King Abdulaziz University,21.4932675,39.2391473,2020,King Abdulaziz Medical City for National Guard in Riyadh,33,46.675296,24.713552
46,King Abdulaziz University,21.4932675,39.2391473,2017,King Fahad Medical City in Riyadh,32,46.675296,24.713552
47,King Abdulaziz University,21.4932675,39.2391473,2017,King Abdullah Medical City in the Holy Capital,32,39.857912,21.389082
48,King Abdulaziz University,21.4932675,39.2391473,2017,Prince Sultan Military Medical City in Riyadh,32,46.675296,24.713552
49,King Abdulaziz University,21.4932675,39.2391473,2021,King Faisal Specialist Hospital and Research Center in Jeddah,32,39.192505,21.485811
50,King Abdulaziz University,21.4932675,39.2391473,2018,King Abdulaziz Hospital in Jeddah,31,39.192505,21.485811
51,King Abdulaziz University,21.4932675,39.2391473,2016,Prince Sultan Military Medical City in Riyadh,31,46.675296,24.713552
52,King Abdulaziz University,21.4932675,39.2391473,2016,Joint Program for Family and Community Medicine - Jeddah,31,39.192505,21.485811
53,King Abdulaziz University,21.4932675,39.2391473,2022,King Faisal Specialist Hospital and Research Center in Riyadh,30,46.675296,24.713552
54,King Abdulaziz University,21.4932675,39.2391473,2018,King Fahad Medical City in Riyadh,30,46.675296,24.713552
55,King Abdulaziz University,21.4932675,39.2391473,2021,King Fahd Hospital of Armed Forces in Jeddah,26,39.192505,21.485811
56,King Abdulaziz University,21.4932675,39.2391473,2018,King Abdullah Medical City in the Holy Capital,26,39.857912,21.389082
57,King Abdulaziz University,21.4932675,39.2391473,2018,Prince Sultan Military Medical City in Riyadh,26,46.675296,24.713552
58,King Abdulaziz University,21.4932675,39.2391473,2019,King Fahad Medical City in Riyadh,25,46.675296,24.713552
59,King Abdulaziz University,21.4932675,39.2391473,2021,King Abdulaziz Medical City for National Guard in Riyadh,24,46.675296,24.713552
60,King Abdulaziz University,21.4932675,39.2391473,2016,King Abdullah Medical City in the Holy Capital,24,39.857912,21.389082
61,King Abdulaziz University,21.4932675,39.2391473,2022,King Faisal Specialist Hospital and Research Center in Jeddah,24,39.192505,21.485811
62,King Abdulaziz University,21.4932675,39.2391473,2022,King Abdulaziz University Hospital in Jeddah,24,39.192505,21.485811
63,King Abdulaziz University,21.4932675,39.2391473,2020,JointProgram for Family Medicine in Jeddah,24,39.192505,21.485811
64,King Abdulaziz University,21.4932675,39.2391473,2019,King Abdulaziz Hospital in Jeddah,23,39.192505,21.485811
65,King Abdulaziz University,21.4932675,39.2391473,2016,Maternity and Children Hospital in Jeddah,23,39.192505,21.485811
66,King Abdulaziz University,21.4932675,39.2391473,2017,East Jeddah Hospital in Jeddah,23,39.192505,21.485811
67,King Abdulaziz University,21.4932675,39.2391473,2018,East Jeddah Hospital in Jeddah,22,39.192505,21.485811
68,King Abdulaziz University,21.4932675,39.2391473,2021,King Fahd General Hospital in Jeddah,21,39.192505,21.485811
69,King Abdulaziz University,21.4932675,39.2391473,2018,King Fahd Specialist Hospital in Dammam,21,50.088794,26.420683
70,King Abdulaziz University,21.4932675,39.2391473,2017,Maternity and Children Hospital in Jeddah,20,39.192505,21.485811
71,King Abdulaziz University,21.4932675,39.2391473,2016,King Khalid University Hospital in Riyadh,20,46.675296,24.713552
72,King Abdulaziz University,21.4932675,39.2391473,2019,King Abdullah Medical City in the Holy Capital,19,39.857912,21.389082
73,King Abdulaziz University,21.4932675,39.2391473,2019,Prince Sultan Military Medical City in Riyadh,19,46.675296,24.713552
74,King Abdulaziz University,21.4932675,39.2391473,2022,King Abdulaziz Medical City for National Guard in Riyadh,19,46.675296,24.713552
75,King Abdulaziz University,21.4932675,39.2391473,2017,King Khalid University Hospital in Riyadh,19,46.675296,24.713552
76,King Abdulaziz University,21.4932675,39.2391473,2019,East Jeddah Hospital in Jeddah,19,39.192505,21.485811
77,King Abdulaziz University,21.4932675,39.2391473,2020,King Fahad Medical City in Riyadh,19,46.675296,24.713552
78,King Abdulaziz University,21.4932675,39.2391473,2017,King Fahd Specialist Hospital in Dammam,19,50.088794,26.420683
79,King Abdulaziz University,21.4932675,39.2391473,2017,International Medical Center in Jeddah,18,39.192505,21.485811
80,King Abdulaziz University,21.4932675,39.2391473,2021,King Abdullah Medical City in the Holy Capital,18,39.857912,21.389082
81,King Abdulaziz University,21.4932675,39.2391473,2020,East Jeddah Hospital in Jeddah,17,39.192505,21.485811
82,King Abdulaziz University,21.4932675,39.2391473,2020,King Abdullah Medical City in the Holy Capital,17,39.857912,21.389082
83,King Abdulaziz University,21.4932675,39.2391473,2016,Alnoor Specialist Hospital in Mecca,17,39.857912,21.389082
84,King Abdulaziz University,21.4932675,39.2391473,2017,King Salman Hospital for North West Armed Forces in Tabuk,16,36.566191,28.383508
85,King Abdulaziz University,21.4932675,39.2391473,2021,King Fahad Medical City in Riyadh,16,46.675296,24.713552
86,King Abdulaziz University,21.4932675,39.2391473,2016,King Fahd Specialist Hospital in Dammam,16,50.088794,26.420683
87,King Abdulaziz University,21.4932675,39.2391473,2017,Dr. Soliman Fakeeh Hospital in Jeddah,16,39.192505,21.485811
88,King Abdulaziz University,21.4932675,39.2391473,2017,Alnoor Specialist Hospital in Mecca,16,39.857912,21.389082
89,King Abdulaziz University,21.4932675,39.2391473,2018,Dr. Soliman Fakeeh Hospital in Jeddah,15,39.192505,21.485811
90,King Abdulaziz University,21.4932675,39.2391473,2016,Armed Forces Hospital in Al-Hada in Taif,15,40.424819,21.284078
91,King Abdulaziz University,21.4932675,39.2391473,2017,King Fahd Hospital in Medina,15,39.569184,24.524654
92,King Abdulaziz University,21.4932675,39.2391473,2021,King Abdullah Medical Complex in Jeddah,15,39.192505,21.485811
93,King Abdulaziz University,21.4932675,39.2391473,2018,Alnoor Specialist Hospital in Mecca,14,39.857912,21.389082
94,King Abdulaziz University,21.4932675,39.2391473,2019,King Khalid University Hospital in Riyadh,14,46.675296,24.713552
95,King Abdulaziz University,21.4932675,39.2391473,2022,King Fahd Hospital of Armed Forces in Jeddah,14,39.192505,21.485811
96,King Abdulaziz University,21.4932675,39.2391473,2016,International Medical Center in Jeddah,14,39.192505,21.485811
97,King Abdulaziz University,21.4932675,39.2391473,2016,Dr. Soliman Fakeeh Hospital in Jeddah,14,39.192505,21.485811
98,King Abdulaziz University,21.4932675,39.2391473,2018,International Medical Center in Jeddah,14,39.192505,21.485811
99,King Abdulaziz University,21.4932675,39.2391473,2018,King Khalid University Hospital in Riyadh,14,46.675296,24.713552
100,King Abdulaziz University,21.4932675,39.2391473,2016,King Fahd Hospital in Medina,13,39.569184,24.524654
101,King Abdulaziz University,21.4932675,39.2391473,2018,King Fahd Hospital in Medina,13,39.569184,24.524654
102,King Abdulaziz University,21.4932675,39.2391473,2019,King Salman Hospital for North West Armed Forces in Tabuk,13,36.566191,28.383508
103,King Abdulaziz University,21.4932675,39.2391473,2017,Armed Forces Hospital in Al-Hada in Taif,13,40.424819,21.284078
104,King Abdulaziz University,21.4932675,39.2391473,2020,Prince Sultan Military Medical City in Riyadh,13,46.675296,24.713552
105,King Abdulaziz University,21.4932675,39.2391473,2019,International Medical Center in Jeddah,12,39.192505,21.485811
106,King Abdulaziz University,21.4932675,39.2391473,2019,Dr. Soliman Fakeeh Hospital in Jeddah,12,39.192505,21.485811
107,King Abdulaziz University,21.4932675,39.2391473,2016,East Jeddah Hospital in Jeddah,12,39.192505,21.485811
108,King Abdulaziz University,21.4932675,39.2391473,2019,Alnoor Specialist Hospital in Mecca,12,39.857912,21.389082
109,King Abdulaziz University,21.4932675,39.2391473,2019,King Fahd Specialist Hospital in Dammam,12,50.088794,26.420683
110,King Abdulaziz University,21.4932675,39.2391473,2021,Prince Sultan Military Medical City in Riyadh,12,46.675296,24.713552
111,King Abdulaziz University,21.4932675,39.2391473,2020,King Abdulaziz Hospital in Jeddah,12,39.192505,21.485811
112,King Abdulaziz University,21.4932675,39.2391473,2022,Prince Sultan Military Medical City in Riyadh,12,46.675296,24.713552
113,King Abdulaziz University,21.4932675,39.2391473,2020,King Fahd Specialist Hospital in Dammam,12,50.088794,26.420683
114,King Abdulaziz University,21.4932675,39.2391473,2020,Alnoor Specialist Hospital in Mecca,12,39.857912,21.389082
115,King Abdulaziz University,21.4932675,39.2391473,2020,King Abdullah Medical Complex in Jeddah,12,39.192505,21.485811
116,King Abdulaziz University,21.4932675,39.2391473,2018,Armed Forces Hospital in Al-Hada in Taif,12,40.424819,21.284078
117,King Abdulaziz University,21.4932675,39.2391473,2018,King Salman Hospital for North West Armed Forces in Tabuk,12,36.566191,28.383508
118,King Abdulaziz University,21.4932675,39.2391473,2018,King Khalid Eye Specialist Hospital in Riyadh,11,46.675296,24.713552
119,King Abdulaziz University,21.4932675,39.2391473,2019,King Khalid Eye Specialist Hospital in Riyadh,11,46.675296,24.713552
120,King Abdulaziz University,21.4932675,39.2391473,2018,AlQatif Central Hospital,11,49.998236,26.576492
121,King Abdulaziz University,21.4932675,39.2391473,2019,King Abdullah Medical Complex in Jeddah,11,39.192505,21.485811
122,King Abdulaziz University,21.4932675,39.2391473,2018,King Abdulaziz Hospital in Mecca,11,39.857912,21.389082
123,King Abdulaziz University,21.4932675,39.2391473,2018,JointProgram for Family Medicine in Makkah,11,39.857912,21.389082
124,King Abdulaziz University,21.4932675,39.2391473,2017,JointProgram for Family Medicine in Makkah,11,39.857912,21.389082
125,King Abdulaziz University,21.4932675,39.2391473,2017,AlQatif Central Hospital,11,49.998236,26.576492
126,King Abdulaziz University,21.4932675,39.2391473,2017,King Abdulaziz Hospital in Mecca,11,39.857912,21.389082
127,King Abdulaziz University,21.4932675,39.2391473,2016,King Salman Hospital for North West Armed Forces in Tabuk,11,36.566191,28.383508
128,King Abdulaziz University,21.4932675,39.2391473,2020,Dr. Soliman Fakeeh Hospital in Jeddah,11,39.192505,21.485811
129,King Abdulaziz University,21.4932675,39.2391473,2018,Maternity and Children Hospital in Jeddah,11,39.192505,21.485811
130,King Abdulaziz University,21.4932675,39.2391473,2017,King Saud Medical City in Riyadh,10,46.675296,24.713552
131,King Abdulaziz University,21.4932675,39.2391473,2017,King Abdullah Medical Complex in Jeddah,10,39.192505,21.485811
132,King Abdulaziz University,21.4932675,39.2391473,2018,King Saud Medical City in Riyadh,10,46.675296,24.713552
133,King Abdulaziz University,21.4932675,39.2391473,2017,Azizia Maternity and Pediatric Hospital in Jeddah,10,39.192505,21.485811
134,King Abdulaziz University,21.4932675,39.2391473,2019,King Fahd Hospital in Medina,10,39.569184,24.524654
135,King Abdulaziz University,21.4932675,39.2391473,2019,JointProgram for Family Medicine in Makkah,10,39.857912,21.389082
136,King Abdulaziz University,21.4932675,39.2391473,2016,AlQatif Central Hospital,10,49.998236,26.576492
137,King Abdulaziz University,21.4932675,39.2391473,2018,Azizia Maternity and Pediatric Hospital in Jeddah,10,39.192505,21.485811
138,King Abdulaziz University,21.4932675,39.2391473,2020,King Salman Hospital for North West Armed Forces in Tabuk,10,36.566191,28.383508
139,King Abdulaziz University,21.4932675,39.2391473,2016,King Khalid Eye Specialist Hospital in Riyadh,9,46.675296,24.713552
140,King Abdulaziz University,21.4932675,39.2391473,2019,AlQatif Central Hospital,9,49.998236,26.576492
141,King Abdulaziz University,21.4932675,39.2391473,2019,Azizia Maternity and Pediatric Hospital in Jeddah,9,39.192505,21.485811
142,King Abdulaziz University,21.4932675,39.2391473,2019,Armed Forces Hospital in Al-Hada in Taif,9,40.424819,21.284078
143,King Abdulaziz University,21.4932675,39.2391473,2016,JointProgram for Family Medicine in Makkah,9,39.857912,21.389082
144,King Abdulaziz University,21.4932675,39.2391473,2017,The program of the Ministry of Health in Jeddah,9,39.192505,21.485811
145,King Abdulaziz University,21.4932675,39.2391473,2016,Security Forces Hospital in Riyadh,9,46.675296,24.713552
146,King Abdulaziz University,21.4932675,39.2391473,2022,King Fahd General Hospital in Jeddah,9,39.192505,21.485811
147,King Abdulaziz University,21.4932675,39.2391473,2018,King Abdullah Medical Complex in Jeddah,9,39.192505,21.485811
148,King Abdulaziz University,21.4932675,39.2391473,2017,Medical City of King Saud University in Riyadh,9,46.675296,24.713552
149,King Abdulaziz University,21.4932675,39.2391473,2019,The program of the Ministry of Health in Jeddah,8,39.192505,21.485811
150,King Abdulaziz University,21.4932675,39.2391473,2016,King Abdulaziz Hospital in Mecca,8,39.857912,21.389082
151,King Abdulaziz University,21.4932675,39.2391473,2022,King Fahad Medical City in Riyadh,8,46.675296,24.713552
152,King Abdulaziz University,21.4932675,39.2391473,2016,Azizia Maternity and Pediatric Hospital in Jeddah,8,39.192505,21.485811
153,King Abdulaziz University,21.4932675,39.2391473,2022,Riyadh Second Health Cluster,8,46.675296,24.713552
154,King Abdulaziz University,21.4932675,39.2391473,2019,King Abdulaziz Hospital in Mecca,8,39.857912,21.389082
155,King Abdulaziz University,21.4932675,39.2391473,2019,King Saud Medical City in Riyadh,8,46.675296,24.713552
156,King Abdulaziz University,21.4932675,39.2391473,2016,Medical City of King Saud University in Riyadh,8,46.675296,24.713552
157,King Abdulaziz University,21.4932675,39.2391473,2020,The program of the Ministry of Health in Jeddah,8,39.192505,21.485811
158,King Abdulaziz University,21.4932675,39.2391473,2020,King Khalid University Hospital in Riyadh,8,46.675296,24.713552
159,King Abdulaziz University,21.4932675,39.2391473,2021,Alnoor Specialist Hospital in Mecca,8,39.857912,21.389082
160,King Abdulaziz University,21.4932675,39.2391473,2020,AlQatif Central Hospital,7,49.998236,26.576492
161,King Abdulaziz University,21.4932675,39.2391473,2021,East Jeddah Hospital in Jeddah,7,39.192505,21.485811
162,King Abdulaziz University,21.4932675,39.2391473,2020,King Khalid Eye Specialist Hospital in Riyadh,7,46.675296,24.713552
163,King Abdulaziz University,21.4932675,39.2391473,2020,International Medical Center in Jeddah,7,39.192505,21.485811
164,King Abdulaziz University,21.4932675,39.2391473,2021,King Fahd Specialist Hospital in Dammam,7,50.088794,26.420683
165,King Abdulaziz University,21.4932675,39.2391473,2017,College of Dentistry and University Dental Hospital in King Abdulaziz University in Jeddah,7,39.192505,21.485811
166,King Abdulaziz University,21.4932675,39.2391473,2017,King Fahd Military Medical Complex in Dhahran,7,50.039302,26.236125
167,King Abdulaziz University,21.4932675,39.2391473,2017,Dammam Medical Complex,7,50.088794,26.420683
168,King Abdulaziz University,21.4932675,39.2391473,2017,King Khalid Eye Specialist Hospital in Riyadh,7,46.675296,24.713552
169,King Abdulaziz University,21.4932675,39.2391473,2016,JointProgram for Restorative Dentistry- West,7,39.192505,21.485811
170,King Abdulaziz University,21.4932675,39.2391473,2016,King Saud Medical City in Riyadh,7,46.675296,24.713552
171,King Abdulaziz University,21.4932675,39.2391473,2020,King Saud Medical City in Riyadh,7,46.675296,24.713552
172,King Abdulaziz University,21.4932675,39.2391473,2016,Dammam Medical Complex,7,50.088794,26.420683
173,King Abdulaziz University,21.4932675,39.2391473,2017,Security Forces Hospital in Riyadh,7,46.675296,24.713552
174,King Abdulaziz University,21.4932675,39.2391473,2021,Medical City of King Saud University in Riyadh,7,46.675296,24.713552
175,King Abdulaziz University,21.4932675,39.2391473,2019,King Fahd Military Medical Complex in Dhahran,7,50.039302,26.236125
176,King Abdulaziz University,21.4932675,39.2391473,2018,The program of the Ministry of Health in Jeddah,7,39.192505,21.485811
177,King Abdulaziz University,21.4932675,39.2391473,2018,King Fahd Military Medical Complex in Dhahran,7,50.039302,26.236125
178,King Abdulaziz University,21.4932675,39.2391473,2018,MOH JointProgram for Family Medicine -Taif,6,40.424819,21.284078
179,King Abdulaziz University,21.4932675,39.2391473,2017,MOH JointProgram for Family Medicine -Taif,6,40.424819,21.284078
180,King Abdulaziz University,21.4932675,39.2391473,2017,Royal Commission Medical Center in Yanbu,6,38.155484,24.056528
181,King Abdulaziz University,21.4932675,39.2391473,2017,Riyadh Second Health Cluster,6,46.675296,24.713552
182,King Abdulaziz University,21.4932675,39.2391473,2017,Riyadh First Health Cluster,6,46.675296,24.713552
183,King Abdulaziz University,21.4932675,39.2391473,2017,Prince Mohammed bin Abdulaziz Hospital in Riyadh,6,46.675296,24.713552
184,King Abdulaziz University,21.4932675,39.2391473,2017,King Abdulaziz Specialist Hospital in Taif,6,40.424819,21.284078
185,King Abdulaziz University,21.4932675,39.2391473,2017,Eradah Complex - Psychological Services in Jeddah,6,39.192505,21.485811
186,King Abdulaziz University,21.4932675,39.2391473,2018,Prince Mohammed bin Abdulaziz Hospital in Riyadh,6,46.675296,24.713552
187,King Abdulaziz University,21.4932675,39.2391473,2017,Joint Program for Family and Community Medicine - Jeddah,6,39.192505,21.485811
188,King Abdulaziz University,21.4932675,39.2391473,2017,General Directorate of Health Affairs in Aseer Region,6,42.511724,18.246468
189,King Abdulaziz University,21.4932675,39.2391473,2018,General Directorate of Health Affairs in Aseer Region,6,42.511724,18.246468
190,King Abdulaziz University,21.4932675,39.2391473,2020,King Abdulaziz Hospital in Mecca,6,39.857912,21.389082
191,King Abdulaziz University,21.4932675,39.2391473,2020,King Fahd Hospital in Medina,6,39.569184,24.524654
192,King Abdulaziz University,21.4932675,39.2391473,2020,Prince Mohammed bin Abdulaziz Hospital in Riyadh,6,46.675296,24.713552
193,King Abdulaziz University,21.4932675,39.2391473,2016,Eradah Complex - Psychological Services in Jeddah,6,39.192505,21.485811
194,King Abdulaziz University,21.4932675,39.2391473,2016,King Fahd Military Medical Complex in Dhahran,6,50.039302,26.236125
195,King Abdulaziz University,21.4932675,39.2391473,2016,Maternity and Children Hospital in Medina,6,39.569184,24.524654
196,King Abdulaziz University,21.4932675,39.2391473,2022,Medical City of King Saud University in Riyadh,6,46.675296,24.713552
197,King Abdulaziz University,21.4932675,39.2391473,2022,Riyadh First Health Cluster,6,46.675296,24.713552
198,King Abdulaziz University,21.4932675,39.2391473,2019,Medical City of King Saud University in Riyadh,6,46.675296,24.713552
199,King Abdulaziz University,21.4932675,39.2391473,2021,Prince Mohammed bin Abdulaziz Hospital in Riyadh,5,46.675296,24.713552
200,King Abdulaziz University,21.4932675,39.2391473,2016,General Directorate of Health Affairs in Aseer Region,5,42.511724,18.246468
201,King Abdulaziz University,21.4932675,39.2391473,2016,General Directorate of Health Affairs in Al-Baha Region,5,41.471273,20.021741
202,King Abdulaziz University,21.4932675,39.2391473,2017,Maternity and Children Hospital in Medina,5,39.569184,24.524654
203,King Abdulaziz University,21.4932675,39.2391473,2019,General Directorate of Health Affairs in Aseer Region,5,42.511724,18.246468
204,King Abdulaziz University,21.4932675,39.2391473,2016,King Fahd University Hospital in Khobar,5,50.080072,26.182911
205,King Abdulaziz University,21.4932675,39.2391473,2016,MOH JointProgram for Family Medicine -Taif,5,40.424819,21.284078
206,King Abdulaziz University,21.4932675,39.2391473,2021,King Abdulaziz Hospital in Jeddah,5,39.192505,21.485811
207,King Abdulaziz University,21.4932675,39.2391473,2017,Family Medicine Academy in the First Health Cluster,5,45.079162,23.885942
208,King Abdulaziz University,21.4932675,39.2391473,2017,Forensic Medicine center in Jeddah,5,39.192505,21.485811
209,King Abdulaziz University,21.4932675,39.2391473,2018,Maternity and Children Hospital in Medina,5,39.569184,24.524654
210,King Abdulaziz University,21.4932675,39.2391473,2018,Royal Commission Medical Center in Yanbu,5,38.155484,24.056528
211,King Abdulaziz University,21.4932675,39.2391473,2018,Riyadh First Health Cluster,5,46.675296,24.713552
212,King Abdulaziz University,21.4932675,39.2391473,2018,Security Forces Hospital in Riyadh,5,46.675296,24.713552
213,King Abdulaziz University,21.4932675,39.2391473,2017,King Fahd University Hospital in Khobar,5,50.080072,26.182911
214,King Abdulaziz University,21.4932675,39.2391473,2018,King Fahd University Hospital in Khobar,5,50.080072,26.182911
215,King Abdulaziz University,21.4932675,39.2391473,2020,King Abdulaziz Specialist Hospital in Taif,5,40.424819,21.284078
216,King Abdulaziz University,21.4932675,39.2391473,2021,King Khalid University Hospital in Riyadh,5,46.675296,24.713552
217,King Abdulaziz University,21.4932675,39.2391473,2018,College of Dentistry and University Dental Hospital in King Abdulaziz University in Jeddah,5,39.192505,21.485811
218,King Abdulaziz University,21.4932675,39.2391473,2021,King Salman Hospital for North West Armed Forces in Tabuk,5,36.566191,28.383508
219,King Abdulaziz University,21.4932675,39.2391473,2019,Riyadh First Health Cluster,5,46.675296,24.713552
220,King Abdulaziz University,21.4932675,39.2391473,2019,King Fahd University Hospital in Khobar,5,50.080072,26.182911
221,King Abdulaziz University,21.4932675,39.2391473,2019,Royal Commission Medical Center in Yanbu,5,38.155484,24.056528
222,King Abdulaziz University,21.4932675,39.2391473,2018,Family Medicine Academy in the First Health Cluster,5,45.079162,23.885942
223,King Abdulaziz University,21.4932675,39.2391473,2019,Prince Mohammed bin Abdulaziz Hospital in Riyadh,5,46.675296,24.713552
224,King Abdulaziz University,21.4932675,39.2391473,2020,Riyadh First Health Cluster,5,46.675296,24.713552
225,King Abdulaziz University,21.4932675,39.2391473,2016,Royal Commission Medical Center in Yanbu,5,38.155484,24.056528
226,King Abdulaziz University,21.4932675,39.2391473,2018,King Abdulaziz Specialist Hospital in Taif,5,40.424819,21.284078
227,King Abdulaziz University,21.4932675,39.2391473,2016,Prince Sultan Center for Cardiac Diseases and Surgery in Riyadh,5,46.675296,24.713552
228,King Abdulaziz University,21.4932675,39.2391473,2019,MOH JointProgram for Family Medicine -Taif,5,40.424819,21.284078
229,King Abdulaziz University,21.4932675,39.2391473,2020,Azizia Maternity and Pediatric Hospital in Jeddah,5,39.192505,21.485811
230,King Abdulaziz University,21.4932675,39.2391473,2020,Medical City of King Saud University in Riyadh,5,46.675296,24.713552
231,King Abdulaziz University,21.4932675,39.2391473,2021,King Saud Medical City in Riyadh,4,46.675296,24.713552
232,King Abdulaziz University,21.4932675,39.2391473,2017,Security Forces Hospital in Dammam,4,50.088794,26.420683
233,King Abdulaziz University,21.4932675,39.2391473,2017,King Faisal Hospital in Mecca,4,39.857912,21.389082
234,King Abdulaziz University,21.4932675,39.2391473,2018,Medical City of King Saud University in Riyadh,4,46.675296,24.713552
235,King Abdulaziz University,21.4932675,39.2391473,2018,King Faisal Hospital in Mecca,4,39.857912,21.389082
236,King Abdulaziz University,21.4932675,39.2391473,2017,Maternity and Children Hospital in Mecca,4,39.857912,21.389082
