,Academic_Year,Age_Group_En,Gender_En,Nationality_Name_En,University_Name,Number_of_Trainees
772,2017,Unknown,Male,Saudi Arabia,Majmaah University,23
773,2017,From 40 to 49,Male,Saudi Arabia,King Abdulaziz University,23
775,2019,Unknown,Male,Saudi Arabia,Jeddah University,23
776,2018,From 20 to 29,Female,Saudi Arabia,King Saud University,23
777,2022,Unknown,Female,Saudi Arabia,Imam Abdulrahman Bin Faisal University,23
778,2018,Unknown,Female,Yemen,Unknown,23
780,2020,From 30 to 39,Male,Saudi Arabia,King Faisal University,23
781,2019,Unknown,Male,Saudi Arabia,Alfaisal University,22
782,2016,From 30 to 39,Male,Saudi Arabia,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,22
783,2017,From 20 to 29,Male,Saudi Arabia,Umm Al Qura University,22
784,2017,Unknown,Female,Saudi Arabia,Riyadh Colleges Of Dentistry And Pharmacy,22
785,2016,From 40 to 49,Male,Saudi Arabia,King Abdulaziz University,22
786,2020,Unknown,Male,Saudi Arabia,Prince Sattam Bin Abdulaziz University,22
787,2021,From 30 to 39,Female,Saudi Arabia,King Abdulaziz University,22
788,2019,From 30 to 39,Male,Saudi Arabia,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,22
792,2017,From 30 to 39,Male,Saudi Arabia,Jazan University,22
794,2019,From 20 to 29,Male,Saudi Arabia,King Abdulaziz University,22
795,2021,Unknown,Male,Yemen,Unknown,22
798,2018,From 20 to 29,Male,Saudi Arabia,King Abdulaziz University,22
800,2020,Unknown,Male,Saudi Arabia,University Of Hail,22
801,2017,From 30 to 39,Female,Saudi Arabia,Qassim University,22
802,2019,Unknown,Female,Saudi Arabia,Riyadh Colleges Of Dentistry And Pharmacy,21
803,2017,Unknown,Male,Saudi Arabia,Najran University,21
806,2022,Unknown,Female,Saudi Arabia,King Faisal University,21
807,2020,From 30 to 39,Female,Saudi Arabia,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,21
808,2018,Unknown,Male,Saudi Arabia,Najran University,21
809,2017,Unknown,Male,Saudi Arabia,Northern Borders University,21
810,2017,From 20 to 29,Female,Saudi Arabia,Taibah University,21
811,2018,Unknown,Male,Saudi Arabia,Northern Borders University,21
812,2021,Unknown,Female,Saudi Arabia,Almaarefa University,21
813,2021,From 40 to 49,Female,Saudi Arabia,Unknown,21
814,2020,From 20 to 29,Male,Bahrain,Unknown,21
815,2021,From 20 to 29,Female,Yemen,Unknown,21
817,2016,From 40 to 49,Female,Saudi Arabia,King Saud University,21
819,2021,From 20 to 29,Male,Yemen,Unknown,21
820,2021,From 30 to 39,Male,Saudi Arabia,Umm Al Qura University,21
821,2018,Unknown,Female,Saudi Arabia,Riyadh Colleges Of Dentistry And Pharmacy,21
824,2019,Unknown,Male,Saudi Arabia,Northern Borders University,21
825,2019,Unknown,Male,Saudi Arabia,Najran University,21
828,2018,From 30 to 39,Female,Saudi Arabia,Qassim University,21
829,2018,Unknown,Male,Saudi Arabia,October 6 University - Egypt,20
833,2018,Unknown,Male,Saudi Arabia,Majmaah University,20
835,2021,Unknown,Female,Saudi Arabia,Taif University,20
836,2020,Unknown,Male,Saudi Arabia,Alfaisal University,20
838,2020,Unknown,Male,Saudi Arabia,Majmaah University,20
839,2021,Unknown,Female,Saudi Arabia,Jazan University,20
840,2021,Unknown,Female,Saudi Arabia,Batterjee Medical College,20
841,2018,From 40 to 49,Male,Saudi Arabia,King Saud University,20
843,2021,From 30 to 39,Female,Saudi Arabia,Umm Al Qura University,20
844,2016,From 20 to 29,Female,Saudi Arabia,King Faisal University,20
845,2022,From 30 to 39,Male,Saudi Arabia,King Abdulaziz University,20
846,2019,From 40 to 49,Female,Saudi Arabia,Unknown,20
847,2020,Unknown,Male,Saudi Arabia,Northern Borders University,20
848,2019,From 20 to 29,Female,Saudi Arabia,King Saud University,20
853,2018,From 20 to 29,Male,Saudi Arabia,Umm Al Qura University,20
854,2016,From 20 to 29,Male,Saudi Arabia,King Abdulaziz University,20
856,2019,Unknown,Male,Saudi Arabia,Majmaah University,20
857,2019,From 20 to 29,Male,Saudi Arabia,Umm Al Qura University,20
861,2016,Unknown,Female,Saudi Arabia,Riyadh Elm University,19
862,2017,From 40 to 49,Female,Saudi Arabia,King Saud University,19
863,2018,From 20 to 29,Female,Saudi Arabia,Taibah University,19
868,2016,Unknown,Male,Saudi Arabia,Al Jouf University,19
869,2021,From 30 to 39,Male,Saudi Arabia,King Saud Bin Abdulaziz University For Health Scinces,19
870,2019,Unknown,Male,Saudi Arabia,Saudi Commission For Health Specialties,19
871,2021,From 30 to 39,Male,Saudi Arabia,King Abdulaziz University,19
872,2022,From 30 to 39,Female,Saudi Arabia,King Abdulaziz University,19
874,2016,From 20 to 29,Female,Saudi Arabia,King Saud University,19
877,2021,From 20 to 29,Female,Saudi Arabia,King Abdulaziz University,19
880,2016,From 30 to 39,Male,Saudi Arabia,Jazan University,19
881,2021,Unknown,Male,Saudi Arabia,Al Jouf University,19
884,2019,Unknown,Male,Saudi Arabia,Batterjee Medical College,19
886,2017,Unknown,Male,Saudi Arabia,Batterjee Medical College,19
888,2021,From 20 to 29,Female,Egypt,Unknown,19
889,2022,Unknown,Male,Saudi Arabia,Imam Abdulrahman Bin Faisal University,18
891,2018,Unknown,Male,Saudi Arabia,Batterjee Medical College,18
892,2022,Unknown,Female,Saudi Arabia,King Saud Bin Abdulaziz University For Health Scinces,18
893,2019,From 30 to 39,Male,Saudi Arabia,University Of Imam Muhammad Bin Saud Islamic University,18
894,2019,From 20 to 29,Female,Saudi Arabia,Taibah University,18
895,2018,From 30 to 39,Male,Saudi Arabia,University Of Imam Muhammad Bin Saud Islamic University,18
897,2016,From 20 to 29,Male,Saudi Arabia,Imam Abdulrahman Bin Faisal University,18
899,2017,From 30 to 39,Male,Saudi Arabia,University Of Imam Muhammad Bin Saud Islamic University,18
900,2016,From 30 to 39,Female,Saudi Arabia,Qassim University,18
902,2020,Unknown,Male,Saudi Arabia,Batterjee Medical College,18
904,2022,From 30 to 39,Female,Saudi Arabia,Unknown,18
906,2016,Unknown,Male,Jordan,Unknown,18
907,2020,From 30 to 39,Female,Saudi Arabia,King Faisal University,18
908,2021,Unknown,Female,Saudi Arabia,University Of Hail,18
909,2021,Unknown,Male,Saudi Arabia,Prince Sattam Bin Abdulaziz University,18
911,2021,From 30 to 39,Female,Saudi Arabia,King Saud University,18
912,2022,From 20 to 29,Female,Saudi Arabia,Unknown,18
913,2020,From 30 to 39,Female,Saudi Arabia,Taibah University,18
914,2016,From 20 to 29,Male,Saudi Arabia,Umm Al Qura University,18
915,2021,Unknown,Female,Saudi Arabia,Qassim University,18
916,2019,Unknown,Male,Syria,Unknown,18
918,2020,From 20 to 29,Female,Yemen,Unknown,18
921,2019,From 20 to 29,Female,Saudi Arabia,Taif University,17
922,2021,Unknown,Male,Saudi Arabia,October 6 University - Egypt,17
930,2021,Unknown,Female,Saudi Arabia,Northern Borders University,17
931,2016,Unknown,Male,Saudi Arabia,Taif University,17
932,2017,From 20 to 29,Male,Saudi Arabia,Imam Abdulrahman Bin Faisal University,17
933,2019,From 20 to 29,Male,Saudi Arabia,King Khalid University,17
936,2018,From 20 to 29,Male,Saudi Arabia,King Khalid University,17
937,2020,Unknown,Male,Saudi Arabia,Najran University,17
938,2016,From 30 to 39,Male,Saudi Arabia,University Of Imam Muhammad Bin Saud Islamic University,17
940,2022,From 30 to 39,Male,Saudi Arabia,King Saud University,17
941,2019,From 20 to 29,Male,Saudi Arabia,Imam Abdulrahman Bin Faisal University,17
946,2018,From 20 to 29,Male,Saudi Arabia,Imam Abdulrahman Bin Faisal University,17
950,2020,From 30 to 39,Male,Saudi Arabia,Qassim University,16
951,2019,From 20 to 29,Male,Bahrain,Unknown,16
952,2022,From 20 to 29,Female,Saudi Arabia,King Abdulaziz University,16
955,2018,From 20 to 29,Female,Saudi Arabia,Taif University,16
956,2019,From 30 to 39,Female,Saudi Arabia,Taif University,16
957,2018,From 20 to 29,Female,Bahrain,Unknown,16
959,2017,From 20 to 29,Male,Saudi Arabia,King Khalid University,16
960,2020,Unknown,Male,Saudi Arabia,Almaarefa University,16
961,2016,From 40 to 49,Male,Saudi Arabia,King Khalid University,16
963,2017,Unknown,Male,Saudi Arabia,Almaarefa University,16
964,2017,Unknown,Male,Palestine,Unknown,16
965,2016,Unknown,Female,Saudi Arabia,University Of Tabuk,16
967,2017,From 20 to 29,Female,Saudi Arabia,Taif University,16
968,2020,Unknown,Male,Sudan,Unknown,16
969,2018,Unknown,Male,Saudi Arabia,Almaarefa University,16
970,2019,Unknown,Male,Saudi Arabia,Almaarefa University,16
971,2016,Unknown,Male,Pakistan,Unknown,16
972,2016,From 20 to 29,Female,Saudi Arabia,Taibah University,16
973,2022,Unknown,Male,Saudi Arabia,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,16
975,2021,Unknown,Female,Saudi Arabia,University Of Tabuk,16
976,2018,Unknown,Male,Saudi Arabia,Saudi Commission For Health Specialties,16
979,2021,From 30 to 39,Female,Bahrain,Unknown,15
981,2020,From 30 to 39,Male,Saudi Arabia,Taif University,15
982,2021,From 30 to 39,Male,Saudi Arabia,King Faisal University,15
983,2020,From 20 to 29,Male,Saudi Arabia,King Abdulaziz University,15
984,2020,From 20 to 29,Male,Saudi Arabia,King Khalid University,15
990,2016,Unknown,Female,Saudi Arabia,Jazan University,15
995,2016,From 30 to 39,Male,Saudi Arabia,Saudi Commission For Health Specialties,15
998,2022,Unknown,Female,Saudi Arabia,Almaarefa University,15
999,2022,From 30 to 39,Male,Saudi Arabia,Imam Abdulrahman Bin Faisal University,15
1001,2022,From 30 to 39,Male,Saudi Arabia,King Faisal University,15
1002,2019,From 40 to 49,Male,Saudi Arabia,King Saud University,15
1004,2020,From 20 to 29,Female,Saudi Arabia,King Faisal University,15
1005,2022,From 30 to 39,Female,Saudi Arabia,Umm Al Qura University,15
1009,2019,Unknown,Male,Sudan,Unknown,15
1010,2022,From 30 to 39,Male,Saudi Arabia,Umm Al Qura University,15
1013,2017,From 40 to 49,Female,Sudan,Unknown,15
1015,2020,From 30 to 39,Female,Bahrain,Unknown,14
1016,2021,From 30 to 39,Female,Saudi Arabia,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,14
1017,2019,From 20 to 29,Female,Saudi Arabia,King Khalid University,14
1018,2016,From 40 to 49,Female,Sudan,Unknown,14
1021,2019,From 30 to 39,Female,Saudi Arabia,University Of Tabuk,14
1024,2018,From 20 to 29,Female,Saudi Arabia,King Khalid University,14
1028,2018,From 30 to 39,Female,Saudi Arabia,Taif University,14
1030,2017,From 30 to 39,Female,Saudi Arabia,Taif University,14
1031,2018,Unknown,Female,Saudi Arabia,University Of Imam Muhammad Bin Saud Islamic University,14
1032,2016,Unknown,Female,Yemen,King Abdulaziz University,14
1034,2018,From 40 to 49,Male,Saudi Arabia,King Abdulaziz University,14
1035,2021,Unknown,Male,Saudi Arabia,Batterjee Medical College,14
1036,2022,Unknown,Male,Saudi Arabia,University Of Tabuk,14
1037,2019,From 30 to 39,Female,Bahrain,Unknown,14
1038,2020,Unknown,Female,Sudan,Unknown,14
1039,2016,From 40 to 49,Male,Sudan,Unknown,14
1040,2019,Unknown,Female,Yemen,Unknown,14
1041,2019,From 30 to 39,Female,Saudi Arabia,Qassim University,14
1043,2016,Unknown,Male,Saudi Arabia,University Of Tabuk,14
1045,2016,Unknown,Female,Saudi Arabia,University Of Imam Muhammad Bin Saud Islamic University,13
1047,2020,From 30 to 39,Male,Saudi Arabia,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,13
1048,2021,Unknown,Male,Saudi Arabia,Misr University For Science And Technology - Egypt,13
1050,2016,From 30 to 39,Male,Saudi Arabia,Al Jouf University,13
1051,2022,Unknown,Female,Saudi Arabia,Qassim University,13
1052,2018,From 30 to 39,Male,Saudi Arabia,Jazan University,13
1056,2016,Unknown,Male,Saudi Arabia,Prince Sattam Bin Abdulaziz University,13
1060,2021,Unknown,Male,Saudi Arabia,Albaha University,13
1061,2016,Unknown,Male,Kuwait,Unknown,13
1062,2017,Unknown,Male,Bahrain,Unknown,13
1064,2020,Unknown,Female,Saudi Arabia,Riyadh Colleges Of Dentistry And Pharmacy,13
1065,2020,From 40 to 49,Male,Saudi Arabia,King Saud University,13
1066,2017,From 20 to 29,Female,Saudi Arabia,King Khalid University,13
1068,2021,Unknown,Male,Saudi Arabia,Jazan University,13
1071,2016,Unknown,Male,Saudi Arabia,Misr University For Science And Technology - Egypt,13
1072,2017,From 30 to 39,Female,Saudi Arabia,Arabian Gulf University,13
1073,2018,From 30 to 39,Female,Saudi Arabia,University Of Tabuk,13
1074,2017,From 30 to 39,Female,Saudi Arabia,University Of Tabuk,13
1076,2017,From 40 to 49,Male,Sudan,Unknown,13
1077,2019,From 40 to 49,Male,Saudi Arabia,King Abdulaziz University,13
1078,2021,Unknown,Male,Saudi Arabia,University Of Hail,13
1079,2020,From 20 to 29,Female,Saudi Arabia,King Saud University,13
1080,2022,Unknown,Male,Saudi Arabia,Taif University,13
1082,2020,From 20 to 29,Female,Egypt,Unknown,13
1083,2021,From 30 to 39,Female,Saudi Arabia,Taibah University,13
1084,2020,From 20 to 29,Male,Yemen,Unknown,13
1085,2016,From 30 to 39,Female,Saudi Arabia,University Of Tabuk,13
1087,2016,Unknown,Female,Egypt,Unknown,13
1088,2017,From 30 to 39,Male,Saudi Arabia,Al Jouf University,13
1092,2017,From 40 to 49,Female,Saudi Arabia,Taibah University,13
1093,2022,Unknown,Female,Saudi Arabia,Northern Borders University,13
1094,2018,From 30 to 39,Female,Saudi Arabia,Arabian Gulf University,13
1097,2017,Unknown,Female,Bahrain,Unknown,13
1101,2021,Unknown,Male,Syria,Unknown,12
1102,2021,From 30 to 39,Female,Saudi Arabia,King Faisal University,12
1103,2016,Unknown,Female,Pakistan,Unknown,12
1106,2019,From 30 to 39,Male,Saudi Arabia,Jazan University,12
1108,2018,Unknown,Male,Palestine,Unknown,12
1109,2018,From 20 to 29,Male,Saudi Arabia,King Saud Bin Abdulaziz University For Health Scinces,12
1110,2016,From 20 to 29,Female,Saudi Arabia,Taif University,12
1114,2020,Unknown,Male,Saudi Arabia,Saudi Commission For Health Specialties,12
1116,2017,From 20 to 29,Male,Saudi Arabia,King Saud Bin Abdulaziz University For Health Scinces,12
1117,2018,Unknown,Female,Bahrain,Unknown,12
1118,2016,Unknown,Female,Saudi Arabia,University Of Hail,12
1119,2019,From 20 to 29,Female,Saudi Arabia,Northern Borders University,12
1122,2018,From 40 to 49,Female,Saudi Arabia,King Saud University,12
1124,2019,Unknown,Male,Palestine,Unknown,12
1126,2016,From 40 to 49,Female,Saudi Arabia,King Faisal University,12
1127,2022,From 30 to 39,Female,Saudi Arabia,King Khalid University,12
1128,2021,Unknown,Male,Saudi Arabia,Riyadh Colleges Of Dentistry And Pharmacy,12
1130,2016,From 30 to 39,Female,Saudi Arabia,Arabian Gulf University,12
1131,2022,Unknown,Female,Saudi Arabia,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,12
1132,2021,From 30 to 39,Female,Saudi Arabia,Imam Abdulrahman Bin Faisal University,12
1133,2022,From 30 to 39,Female,Saudi Arabia,King Faisal University,12
1134,2019,From 30 to 39,Female,Saudi Arabia,Arabian Gulf University,12
1140,2017,Unknown,Female,Saudi Arabia,University Of Imam Muhammad Bin Saud Islamic University,12
1143,2016,From 30 to 39,Female,Saudi Arabia,Taif University,12
1146,2020,Unknown,Male,Saudi Arabia,October 6 University - Egypt,11
1147,2016,Unknown,Female,Syria,Unknown,11
1149,2022,From 30 to 39,Female,Saudi Arabia,King Saud University,11
1150,2016,From 40 to 49,Female,Saudi Arabia,Umm Al Qura University,11
1151,2019,Unknown,Female,Saudi Arabia,University Of Imam Muhammad Bin Saud Islamic University,11
1153,2018,Unknown,Male,Egypt,Unknown,11
1154,2018,Unknown,Male,Bahrain,Unknown,11
1155,2021,From 20 to 29,Male,Egypt,Unknown,11
1156,2021,From 30 to 39,Male,Saudi Arabia,Taif University,11
1158,2022,Unknown,Male,Saudi Arabia,October 6 University - Egypt,11
1159,2021,From 20 to 29,Male,Saudi Arabia,King Saud University,11
1160,2018,Unknown,Female,Saudi Arabia,Saudi Commission For Health Specialties,11
1161,2016,From 40 to 49,Female,Saudi Arabia,Taibah University,11
1162,2019,Unknown,Female,Bahrain,Unknown,11
1166,2018,From 30 to 39,Female,Bahrain,Unknown,11
1167,2017,From 20 to 29,Male,Saudi Arabia,Taif University,11
1168,2018,From 20 to 29,Male,Saudi Arabia,Taif University,11
1169,2019,From 30 to 39,Female,Saudi Arabia,Riyadh Colleges Of Dentistry And Pharmacy,11
1170,2017,From 30 to 39,Female,Saudi Arabia,Jazan University,11
1171,2020,From 30 to 39,Male,Saudi Arabia,University Of Imam Muhammad Bin Saud Islamic University,11
1172,2020,From 30 to 39,Male,Saudi Arabia,Taibah University,11
1173,2018,From 30 to 39,Male,Saudi Arabia,Jordan University Of Science And Technology,11
1174,2018,From 30 to 39,Male,Saudi Arabia,Al Jouf University,11
1175,2021,Unknown,Male,Sudan,Unknown,11
1179,2019,From 20 to 29,Female,Saudi Arabia,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,11
1180,2019,From 30 to 39,Male,Saudi Arabia,Al Jouf University,11
1181,2017,From 30 to 39,Female,Sudan,Unknown,11
1182,2016,From 30 to 39,Female,Sudan,Unknown,11
1183,2018,From 20 to 29,Female,Saudi Arabia,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,11
1184,2017,From 30 to 39,Male,Saudi Arabia,Jordan University Of Science And Technology,11
1185,2018,From 30 to 39,Female,Saudi Arabia,Jazan University,11
1186,2019,From 20 to 29,Female,Yemen,Unknown,11
1187,2018,From 20 to 29,Female,Saudi Arabia,Northern Borders University,11
1189,2020,From 20 to 29,Male,Saudi Arabia,Umm Al Qura University,11
1190,2020,Unknown,Female,Yemen,Unknown,11
1194,2019,From 30 to 39,Female,Saudi Arabia,Jazan University,11
1198,2019,From 30 to 39,Male,Saudi Arabia,Jordan University Of Science And Technology,11
1200,2017,From 20 to 29,Female,Saudi Arabia,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,11
1203,2021,Unknown,Female,Sudan,Unknown,11
1204,2017,From 20 to 29,Female,Saudi Arabia,Northern Borders University,11
1207,2017,From 30 to 39,Male,Saudi Arabia,Saudi Commission For Health Specialties,11
1208,2018,From 30 to 39,Female,Saudi Arabia,Batterjee Medical College,10
1209,2017,From 30 to 39,Male,Sudan,Unknown,10
1212,2017,From 40 to 49,Male,Saudi Arabia,King Saud Bin Abdulaziz University For Health Scinces,10
1213,2017,From 40 to 49,Male,Saudi Arabia,King Faisal University,10
1216,2016,From 30 to 39,Female,Saudi Arabia,University Of Imam Muhammad Bin Saud Islamic University,10
1219,2016,From 20 to 29,Male,Saudi Arabia,King Saud Bin Abdulaziz University For Health Scinces,10
1220,2016,From 20 to 29,Male,Saudi Arabia,Taif University,10
1221,2018,From 40 to 49,Male,Saudi Arabia,King Khalid University,10
1225,2016,From 30 to 39,Male,Saudi Arabia,Jordan University Of Science And Technology,10
1227,2016,From 30 to 39,Female,Saudi Arabia,Batterjee Medical College,10
1228,2017,From 30 to 39,Female,Saudi Arabia,Batterjee Medical College,10
1231,2017,From 30 to 39,Female,Saudi Arabia,University Of Imam Muhammad Bin Saud Islamic University,10
1232,2017,Unknown,Female,Saudi Arabia,Riyadh Elm University,10
1235,2018,From 30 to 39,Female,Saudi Arabia,University Of Imam Muhammad Bin Saud Islamic University,10
1236,2022,Unknown,Male,Yemen,Unknown,10
1238,2020,From 20 to 29,Female,United Arab Emirates,Unknown,10
1239,2019,From 20 to 29,Female,United Arab Emirates,Unknown,10
1241,2019,From 30 to 39,Female,Saudi Arabia,University Of Imam Muhammad Bin Saud Islamic University,10
1243,2019,From 30 to 39,Female,Saudi Arabia,Batterjee Medical College,10
