,Academic_Year,Age_Group_En,Gender_En,Nationality_Name_En,Trainee_Level_Name,Number_of_Trainees
5243,2016,Unknown,Male,Eritrea,R2,1
5244,2016,From 40 to 49,Male,Iraq,R4,1
5245,2016,From 40 to 49,Male,India,D1,1
5246,2016,From 40 to 49,Male,Egypt,F1,1
5247,2016,From 30 to 39,Female,Palestine,R4,1
5248,2016,From 30 to 39,Female,Bahrain,R2,1
5249,2016,From 30 to 39,Female,Bahrain,R3,1
5250,2016,From 30 to 39,Female,Bahrain,R4,1
5251,2016,From 30 to 39,Female,China,R1,1
5252,2016,From 30 to 39,Female,Egypt,R3,1
5253,2016,From 30 to 39,Female,Eritrea,R1,1
5254,2016,From 30 to 39,Female,India,R3,1
5255,2016,From 30 to 39,Female,Jordan,R1,1
5256,2016,From 30 to 39,Female,Kuwait,R1,1
5257,2016,From 30 to 39,Female,Kuwait,R4,1
5258,2016,From 30 to 39,Female,Lebanon,R1,1
5259,2016,From 30 to 39,Female,Mauritania,R2,1
5260,2016,From 30 to 39,Female,Pakistan,R4,1
5261,2016,From 30 to 39,Female,Saudi Arabia,D3,1
5262,2016,From 40 to 49,Male,Egypt,D1,1
5263,2016,From 30 to 39,Female,Saudi Arabia,Unknown,1
5264,2016,From 30 to 39,Female,Sudan,R2,1
5265,2016,From 30 to 39,Female,United Arab Emirates,R1,1
5266,2016,From 30 to 39,Female,United Arab Emirates,R3,1
5267,2016,From 30 to 39,Female,United Arab Emirates,R4,1
5268,2016,From 30 to 39,Female,United Arab Emirates,R5,1
5269,2016,From 30 to 39,Female,United States,R1,1
5270,2016,From 30 to 39,Female,Yemen,R2,1
5271,2016,From 30 to 39,Male,Bahrain,D1,1
5272,2016,From 30 to 39,Male,Bahrain,R1,1
5273,2016,From 30 to 39,Male,Bahrain,R3,1
5274,2016,From 30 to 39,Male,Bahrain,R4,1
5275,2016,From 30 to 39,Male,Bangladesh,R1,1
5276,2016,From 30 to 39,Female,Bahrain,F2,1
5277,2016,From 30 to 39,Female,Bahrain,F1,1
5278,2016,From 20 to 29,Male,Syria,R2,1
5279,2016,From 20 to 29,Male,Syria,R1,1
5293,2016,From 20 to 29,Female,Belgium,R1,1
5294,2016,From 20 to 29,Female,Egypt,R1,1
5295,2016,From 20 to 29,Female,India,R1,1
5296,2016,From 20 to 29,Female,Jordan,R1,1
5297,2016,From 20 to 29,Female,Pakistan,R1,1
5298,2016,From 20 to 29,Female,Palestine,R1,1
5299,2016,From 20 to 29,Male,Bahrain,R2,1
5300,2016,From 20 to 29,Male,Egypt,R1,1
5301,2016,From 20 to 29,Male,Jordan,F1,1
5302,2016,From 20 to 29,Male,Mauritania,R1,1
5303,2016,From 20 to 29,Male,Saudi Arabia,F1,1
5304,2016,From 20 to 29,Male,Saudi Arabia,R2,1
5305,2016,From 20 to 29,Male,Sudan,F1,1
5306,2016,From 20 to 29,Male,Sudan,R1,1
5307,2016,From 30 to 39,Male,Egypt,R2,1
5308,2016,From 30 to 39,Male,Egypt,R3,1
5309,2016,From 30 to 39,Male,Egypt,R4,1
5310,2016,From 40 to 49,Female,Bahrain,R2,1
5311,2016,From 40 to 49,Female,Bahrain,R4,1
5312,2016,From 40 to 49,Female,Egypt,F1,1
5313,2016,From 40 to 49,Female,Egypt,R2,1
5314,2016,From 40 to 49,Female,Egypt,R5,1
5315,2016,From 40 to 49,Female,India,R2,1
5316,2016,From 40 to 49,Female,India,R3,1
5317,2016,From 40 to 49,Female,Indonesia,R1,1
5318,2016,From 40 to 49,Female,Iraq,R3,1
5319,2016,From 40 to 49,Female,Jordan,R1,1
5320,2016,From 40 to 49,Female,Jordan,R3,1
5321,2016,From 40 to 49,Female,Kuwait,R4,1
5322,2016,From 40 to 49,Female,Oman,F2,1
5323,2016,From 40 to 49,Female,Pakistan,D1,1
5324,2016,From 40 to 49,Female,Pakistan,F1,1
5325,2016,From 40 to 49,Female,Pakistan,R3,1
5326,2016,From 40 to 49,Female,Saudi Arabia,D3,1
5327,2016,From 40 to 49,Female,Saudi Arabia,F3,1
5328,2016,From 40 to 49,Female,Somalia,F1,1
5329,2016,From 40 to 49,Female,Sudan,F2,1
5330,2016,From 40 to 49,Female,Syria,F2,1
5331,2016,From 40 to 49,Female,Syria,R4,1
5332,2016,From 40 to 49,Female,United States,R1,1
5333,2016,From 40 to 49,Female,Yemen,F2,1
5334,2016,From 40 to 49,Female,Yemen,R3,1
5335,2016,From 40 to 49,Male,Bahrain,R1,1
5336,2016,From 40 to 49,Male,Bahrain,R3,1
5337,2016,From 40 to 49,Male,Bahrain,R4,1
5338,2016,From 40 to 49,Female,Bahrain,R3,1
5339,2016,From 40 to 49,Female,Bahrain,R1,1
5340,2016,From 30 to 39,Male,Eritrea,R2,1
5341,2016,From 40 to 49,Female,Bahrain,F2,1
5342,2016,From 30 to 39,Male,India,R4,1
5343,2016,From 30 to 39,Male,Iraq,R1,1
5344,2016,From 30 to 39,Male,Iraq,R2,1
5345,2016,From 30 to 39,Male,Jordan,F1,1
5346,2016,From 30 to 39,Male,Jordan,R2,1
5347,2016,From 30 to 39,Male,Jordan,R3,1
5348,2016,From 30 to 39,Male,Kuwait,F1,1
5349,2016,From 30 to 39,Male,Kuwait,F2,1
5350,2016,From 30 to 39,Male,Kuwait,R2,1
5351,2016,From 30 to 39,Male,Lebanon,R3,1
5352,2016,From 30 to 39,Male,Nigeria,R1,1
5353,2016,From 30 to 39,Male,Pakistan,F1,1
5354,2016,From 30 to 39,Male,Pakistan,R1,1
5355,2016,From 30 to 39,Male,Pakistan,R3,1
5356,2016,From 30 to 39,Male,Palestine,R5,1
5357,2016,From 30 to 39,Male,Saudi Arabia,Unknown,1
5358,2016,From 30 to 39,Male,Somalia,R1,1
5359,2016,From 30 to 39,Male,Sudan,F1,1
5360,2016,From 30 to 39,Male,Syria,R3,1
5361,2016,From 30 to 39,Male,Syria,R4,1
5362,2016,From 30 to 39,Male,Tunisia,R1,1
5363,2016,From 30 to 39,Male,United Arab Emirates,R2,1
5364,2016,From 30 to 39,Male,United Kingdom,R1,1
5365,2016,From 30 to 39,Male,Yemen,F1,1
5366,2016,From 40 to 49,Female,Algeria,R2,1
5367,2016,From 40 to 49,Female,Algeria,R3,1
5368,2016,From 40 to 49,Female,Bahrain,F1,1
5369,2017,From 20 to 29,Female,Egypt,R1,1
5370,2017,From 20 to 29,Female,Egypt,R2,1
5371,2017,From 20 to 29,Female,India,R2,1
5372,2017,From 50 to 59,Female,Saudi Arabia,R2,1
5373,2017,From 40 to 49,Male,Sudan,R3,1
5374,2017,From 40 to 49,Male,Sudan,R5,1
5375,2017,From 40 to 49,Male,Syria,R2,1
5376,2017,From 40 to 49,Male,Syria,R4,1
5377,2017,From 40 to 49,Male,United Arab Emirates,F1,1
5378,2017,From 40 to 49,Male,United Arab Emirates,R3,1
5379,2017,From 40 to 49,Male,Unknown,F1,1
5380,2017,From 40 to 49,Male,Yemen,R2,1
5381,2017,From 40 to 49,Male,Yemen,R3,1
5382,2017,From 40 to 49,Male,Yemen,R4,1
5383,2017,From 50 to 59,Female,Jordan,F2,1
5384,2017,From 50 to 59,Female,Jordan,R5,1
5385,2017,From 50 to 59,Female,Pakistan,F1,1
5386,2017,From 50 to 59,Female,Saudi Arabia,R3,1
5387,2017,From 40 to 49,Female,Sudan,F3,1
5388,2017,From 50 to 59,Male,Egypt,F1,1
5389,2017,From 50 to 59,Male,India,F1,1
5390,2017,From 50 to 59,Male,Syria,F1,1
5391,2017,From 50 to 59,Male,Yemen,R5,1
5392,2017,From 60 to 69,Female,Saudi Arabia,F1,1
5393,2017,From 60 to 69,Female,Sudan,R5,1
5394,2017,From 60 to 69,Male,Syria,F2,1
5395,2017,Less Than 20,Male,Saudi Arabia,R3,1
5396,2017,Unknown,Female,Algeria,R5,1
5397,2017,Unknown,Female,Bahrain,D1,1
5398,2017,Unknown,Female,Bahrain,F1,1
5399,2017,Unknown,Female,Bahrain,F2,1
5400,2017,Unknown,Female,Bahrain,F3,1
5401,2017,From 40 to 49,Male,Sudan,R2,1
5402,2017,From 40 to 49,Male,Saudi Arabia,Unknown,1
5403,2017,From 40 to 49,Male,Saudi Arabia,R6,1
5404,2017,From 40 to 49,Male,Saudi Arabia,F3,1
5405,2017,From 40 to 49,Female,Syria,R5,1
5406,2017,From 40 to 49,Female,United Arab Emirates,F1,1
5407,2017,From 40 to 49,Female,United Kingdom,F1,1
5408,2017,From 40 to 49,Female,United Kingdom,F2,1
5409,2017,From 40 to 49,Female,United States,R2,1
5410,2017,From 40 to 49,Female,Yemen,F2,1
5411,2017,From 40 to 49,Female,Yemen,R4,1
5412,2017,From 40 to 49,Male,Bahrain,D1,1
5413,2017,From 40 to 49,Male,Bahrain,F1,1
5414,2017,From 40 to 49,Male,Bahrain,R2,1
5415,2017,From 40 to 49,Male,Bahrain,R4,1
5416,2017,From 40 to 49,Male,Bahrain,R5,1
5417,2017,From 40 to 49,Male,Egypt,D2,1
5418,2017,From 40 to 49,Male,Egypt,R5,1
5419,2017,From 40 to 49,Male,India,D1,1
5420,2017,From 40 to 49,Male,India,F1,1
5421,2017,From 40 to 49,Male,Iraq,R5,1
5422,2017,From 40 to 49,Male,Jordan,F1,1
5423,2017,From 40 to 49,Male,Jordan,R3,1
5424,2017,From 40 to 49,Male,Jordan,R4,1
5425,2017,From 40 to 49,Male,Jordan,R5,1
5426,2017,From 40 to 49,Male,Mauritania,R4,1
5427,2017,From 40 to 49,Male,Oman,F2,1
5428,2017,From 40 to 49,Male,Oman,R6,1
5429,2017,From 40 to 49,Male,Pakistan,R2,1
5430,2017,From 40 to 49,Male,Palestine,F2,1
5431,2017,From 40 to 49,Male,Palestine,R3,1
5432,2017,Unknown,Female,Bahrain,R3,1
5433,2017,Unknown,Female,Bahrain,R4,1
5434,2017,Unknown,Female,Bahrain,R5,1
5435,2017,Unknown,Female,Yemen,Unknown,1
5436,2017,Unknown,Male,Afghanistan,R1,1
5437,2017,Unknown,Male,Bahrain,F2,1
5438,2017,Unknown,Male,Bahrain,R2,1
5439,2017,Unknown,Male,Canada,R2,1
5440,2017,Unknown,Male,Canada,R4,1
5441,2017,Unknown,Male,Egypt,F1,1
5442,2017,Unknown,Male,Eritrea,R2,1
5443,2017,Unknown,Male,Eritrea,R3,1
5444,2017,Unknown,Male,Immigrant Tribes,R1,1
5445,2017,Unknown,Male,Immigrant Tribes,R2,1
5446,2017,Unknown,Male,India,F3,1
5447,2017,Unknown,Male,India,R3,1
5448,2017,Unknown,Male,India,R4,1
5449,2017,Unknown,Male,Indonesia,R1,1
5450,2017,Unknown,Male,Iraq,R4,1
5451,2017,Unknown,Male,Jordan,F3,1
5452,2017,Unknown,Male,Jordan,R5,1
5453,2017,Unknown,Male,Kuwait,F1,1
5454,2017,Unknown,Male,Kuwait,R1,1
5455,2017,Unknown,Male,Kuwait,R3,1
5456,2017,Unknown,Male,Lebanon,R1,1
5457,2017,Unknown,Male,Lebanon,R3,1
5458,2017,Unknown,Male,Lebanon,R4,1
5459,2017,Unknown,Male,Malaysia,R1,1
5460,2017,Unknown,Male,Mauritania,R4,1
5461,2017,Unknown,Male,Pakistan,R3,1
5462,2017,Unknown,Male,Pakistan,R4,1
5463,2017,Unknown,Male,Afghanistan,F1,1
5464,2017,Unknown,Female,Yemen,R5,1
5465,2017,Unknown,Female,Bangladesh,R4,1
5466,2017,Unknown,Female,United States,R5,1
5467,2017,Unknown,Female,Djibouti,R1,1
5468,2017,Unknown,Female,Egypt,F2,1
5469,2017,Unknown,Female,Egypt,R5,1
5470,2017,Unknown,Female,France,R3,1
5471,2017,Unknown,Female,Iraq,R1,1
5472,2017,Unknown,Female,Iraq,R3,1
5473,2017,Unknown,Female,Jordan,F1,1
5474,2017,Unknown,Female,Jordan,F3,1
5475,2017,Unknown,Female,Kuwait,F3,1
5476,2017,Unknown,Female,Kuwait,R2,1
5477,2017,Unknown,Female,Lebanon,R3,1
5478,2017,Unknown,Female,Morocco,R3,1
5479,2017,Unknown,Female,Oman,F2,1
5480,2017,Unknown,Female,Oman,F3,1
5481,2017,Unknown,Female,Oman,R1,1
5482,2017,Unknown,Female,Pakistan,R3,1
5483,2017,Unknown,Female,Palestine,D1,1
5484,2017,Unknown,Female,Palestine,F1,1
5485,2017,Unknown,Female,Russia,R4,1
5486,2017,Unknown,Female,Somalia,R5,1
5487,2017,Unknown,Female,Sudan,F1,1
5488,2017,Unknown,Female,Syria,F1,1
5489,2017,Unknown,Female,Syria,R5,1
5490,2017,Unknown,Female,Turkmenistan,R1,1
5491,2017,Unknown,Female,United Arab Emirates,R3,1
5492,2017,Unknown,Female,United States,R3,1
5493,2017,Unknown,Female,United States,R4,1
5494,2017,From 40 to 49,Female,Syria,F3,1
5495,2017,From 40 to 49,Female,Sudan,D1,1
5496,2017,From 20 to 29,Female,Jordan,R2,1
5497,2017,From 30 to 39,Female,Syria,R2,1
5498,2017,From 30 to 39,Female,India,R5,1
5499,2017,From 30 to 39,Female,Kuwait,F1,1
5500,2017,From 30 to 39,Female,Kuwait,R3,1
5501,2017,From 30 to 39,Female,Kuwait,R5,1
5502,2017,From 30 to 39,Female,Lebanon,R2,1
5503,2017,From 30 to 39,Female,Mauritania,R3,1
5504,2017,From 30 to 39,Female,Pakistan,D1,1
5505,2017,From 30 to 39,Female,Pakistan,R3,1
5506,2017,From 30 to 39,Female,Pakistan,R5,1
5507,2017,From 30 to 39,Female,Palestine,R1,1
5508,2017,From 30 to 39,Female,Saudi Arabia,F3,1
5509,2017,From 30 to 39,Female,Sudan,R3,1
5510,2017,From 30 to 39,Female,Syria,R1,1
5511,2017,From 30 to 39,Female,United Arab Emirates,R4,1
5512,2017,From 40 to 49,Female,Somalia,F2,1
5513,2017,From 30 to 39,Female,United States,R2,1
5514,2017,From 30 to 39,Female,Yemen,R3,1
5515,2017,From 30 to 39,Male,Bahrain,D2,1
5516,2017,From 30 to 39,Male,Bahrain,R2,1
5517,2017,From 30 to 39,Male,Bahrain,R4,1
5518,2017,From 30 to 39,Male,Bangladesh,R2,1
5519,2017,From 30 to 39,Male,Canada,R1,1
5520,2017,From 30 to 39,Male,Egypt,R1,1
5521,2017,From 30 to 39,Male,Egypt,R3,1
5522,2017,From 30 to 39,Male,Egypt,R4,1
5523,2017,From 30 to 39,Male,Egypt,R5,1
5524,2017,From 30 to 39,Male,Eritrea,R3,1
5525,2017,From 30 to 39,Male,Immigrant Tribes,R1,1
5526,2017,From 30 to 39,Female,India,R4,1
5527,2017,From 30 to 39,Female,Eritrea,R2,1
5528,2017,From 30 to 39,Female,Eritrea,R1,1
5529,2017,From 30 to 39,Female,Egypt,R4,1
5530,2017,From 20 to 29,Female,Pakistan,R2,1
5531,2017,From 20 to 29,Female,Palestine,R2,1
5532,2017,From 20 to 29,Female,Saudi Arabia,R5,1
5533,2017,From 20 to 29,Female,Sudan,R1,1
5534,2017,From 20 to 29,Male,Bahrain,R1,1
5535,2017,From 20 to 29,Male,Bahrain,R3,1
5536,2017,From 20 to 29,Male,Jordan,F2,1
5537,2017,From 20 to 29,Male,Mauritania,R2,1
5538,2017,From 20 to 29,Male,Palestine,F1,1
5539,2017,From 20 to 29,Male,Saudi Arabia,F1,1
5540,2017,From 20 to 29,Male,Saudi Arabia,F2,1
5541,2017,From 20 to 29,Male,Saudi Arabia,R3,1
5542,2017,From 20 to 29,Male,Sudan,F2,1
5543,2017,From 20 to 29,Male,Sudan,R2,1
5544,2017,From 20 to 29,Male,Syria,R1,1
5545,2017,From 20 to 29,Male,Syria,R2,1
5546,2017,From 20 to 29,Male,Syria,R3,1
5547,2017,From 30 to 39,Female,Bahrain,D1,1
5548,2017,From 30 to 39,Female,Bahrain,F1,1
5549,2017,From 30 to 39,Female,Bahrain,F2,1
5550,2017,From 30 to 39,Female,Bahrain,F3,1
5551,2017,From 30 to 39,Female,Bahrain,R3,1
5552,2017,From 30 to 39,Female,Bahrain,R4,1
5553,2017,From 30 to 39,Female,Bahrain,R5,1
5554,2017,From 30 to 39,Female,China,R2,1
5555,2017,From 30 to 39,Female,Egypt,F1,1
5556,2017,From 30 to 39,Female,Egypt,R1,1
5557,2017,From 30 to 39,Male,India,R5,1
5558,2017,From 30 to 39,Male,Iraq,R2,1
5559,2017,From 30 to 39,Male,Iraq,R3,1
5560,2017,From 30 to 39,Male,Yemen,D1,1
5561,2017,From 40 to 49,Female,Algeria,R3,1
5562,2017,From 40 to 49,Female,Algeria,R4,1
5563,2017,From 40 to 49,Female,Azerbaijan,F1,1
5564,2017,From 40 to 49,Female,Bahrain,F2,1
5565,2017,From 40 to 49,Female,Bahrain,F3,1
5566,2017,From 40 to 49,Female,Bahrain,R1,1
5567,2017,From 40 to 49,Female,Bahrain,R2,1
5568,2017,From 40 to 49,Female,Bahrain,R3,1
5569,2017,From 40 to 49,Female,Bahrain,R4,1
5570,2017,From 40 to 49,Female,Bahrain,R5,1
5571,2017,From 40 to 49,Female,Egypt,F2,1
5572,2017,From 40 to 49,Female,Egypt,R1,1
5573,2017,From 40 to 49,Female,Egypt,R2,1
5574,2017,From 40 to 49,Female,Egypt,R3,1
5575,2017,From 40 to 49,Female,India,F1,1
5576,2017,From 40 to 49,Female,India,R3,1
5577,2017,From 40 to 49,Female,India,R4,1
5578,2017,From 40 to 49,Female,Indonesia,R2,1
5579,2017,From 40 to 49,Female,Iraq,D1,1
5580,2017,From 40 to 49,Female,Iraq,R4,1
5581,2017,From 40 to 49,Female,Jordan,R2,1
5582,2017,From 40 to 49,Female,Jordan,R4,1
5583,2017,From 40 to 49,Female,Kuwait,F1,1
5584,2017,From 40 to 49,Female,Oman,F3,1
5585,2017,From 40 to 49,Female,Pakistan,D1,1
5586,2017,From 40 to 49,Female,Pakistan,F2,1
5587,2017,From 40 to 49,Female,Pakistan,R4,1
5588,2017,From 30 to 39,Male,Yemen,R1,1
5589,2017,From 30 to 39,Male,United Kingdom,R2,1
5590,2017,From 30 to 39,Male,Jordan,F1,1
5591,2017,From 30 to 39,Male,United Kingdom,R1,1
5592,2017,From 30 to 39,Male,Jordan,F2,1
5593,2017,From 30 to 39,Male,Jordan,R3,1
5594,2017,From 30 to 39,Male,Jordan,R4,1
5595,2017,From 30 to 39,Male,Kuwait,F1,1
5596,2017,From 30 to 39,Male,Kuwait,F2,1
5597,2017,From 30 to 39,Male,Kuwait,F3,1
5598,2017,From 30 to 39,Male,Kuwait,R3,1
5599,2017,From 30 to 39,Male,Lebanon,R4,1
5600,2017,From 30 to 39,Male,Nigeria,R2,1
5601,2017,From 30 to 39,Male,Pakistan,F1,1
5602,2017,From 30 to 39,Male,Pakistan,F2,1
5603,2017,From 30 to 39,Male,Pakistan,R1,1
5604,2017,From 30 to 39,Male,Pakistan,R2,1
5605,2017,From 30 to 39,Male,Pakistan,R4,1
5606,2017,From 30 to 39,Male,Palestine,R1,1
5607,2017,From 30 to 39,Male,Palestine,R2,1
5608,2017,From 30 to 39,Male,Saudi Arabia,F3,1
5609,2017,From 30 to 39,Male,Saudi Arabia,Unknown,1
5610,2017,From 30 to 39,Male,Somalia,R2,1
5611,2017,From 30 to 39,Male,Sudan,F2,1
5612,2017,From 30 to 39,Male,Sudan,R3,1
5613,2017,From 30 to 39,Male,Syria,R4,1
5614,2017,From 30 to 39,Male,Syria,R5,1
5615,2017,From 30 to 39,Male,Tunisia,R2,1
5616,2017,From 30 to 39,Male,United Arab Emirates,F1,1
5617,2017,From 30 to 39,Male,United Arab Emirates,R1,1
5618,2017,From 30 to 39,Male,United Arab Emirates,R3,1
6119,2022,Unknown,Male,Yemen,F3,1
