,Academic_Year,City_Name_En,Current_Training_Center_Name_En,University_Name,Number_of_Trainees,Exclude_from_chart
12267,2016,Riyadh,Joint Otolaryngology Program - Riyadh,King Saud Bin Abdulaziz University For Health Scinces,1,no
12268,2016,Riyadh,Joint Family Medicine Program - Riyadh,Unknown,1,yes
12269,2016,Riyadh,Joint Family Medicine Program - Riyadh,Qassim University,1,no
12270,2016,Riyadh,General Directorate of Health Affairs -for Family Medicine in Riyadh,Unknown,1,yes
12271,2016,Riyadh,General Directorate of Health Affairs -for Family Medicine in Riyadh,Umm Al Qura University,1,no
12273,2016,Riyadh,General Directorate of Health Affairs -for Family Medicine in Riyadh,King Khalid University,1,no
12274,2016,Riyadh,General Directorate of Health Affairs -for Family Medicine in Riyadh,King Abdulaziz University,1,no
12275,2016,Riyadh,Dr. Sulaiman AlHabib Medical Group in Riyadh,Umm Al Qura University,1,no
12277,2016,Riyadh,Dr. Sulaiman AlHabib Medical Group in Riyadh,King Saud Bin Abdulaziz University For Health Scinces,1,no
12278,2016,Riyadh,Dallah Hospital in Riyadh,Omdurman Islamic University - Sudan,1,no
12279,2016,Riyadh,Dallah Hospital in Riyadh,Cairo University,1,no
12280,2016,Riyadh,Dallah Hospital in Riyadh,Alexandria University,1,no
12282,2016,Riyadh,"Joint training program in the central region, Riyadh",Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1,no
12284,2016,Riyadh,AlYamamah Hospital in Riyadh,Misr University For Science And Technology - Egypt,1,no
12286,2016,Riyadh,JointProgram for Periodontics- Riyadh,Qassim University,1,no
12288,2016,Riyadh,JointProgram for Periodontics- Riyadh,King Khalid University,1,no
12290,2016,Riyadh,JointProgram for Pediatric Dentistry- Riyadh,Misr University For Science And Technology - Egypt,1,no
12292,2016,Riyadh,JointProgram for Pediatric Dentistry- Riyadh,King Khalid University,1,no
12294,2016,Riyadh,JointProgram for Orthodontics- Riyadh,Qassim University,1,no
12296,2016,Riyadh,JointProgram for Orthodontics- Riyadh,King Abdulaziz University,1,no
12297,2016,Riyadh,JointProgram for Oral Maxillofacial Surgery - Riyadh,King Saud University,1,no
12298,2016,Riyadh,JointProgram for Ophthalmology - Central,Taibah University,1,no
12299,2016,Riyadh,JointProgram for Forensic Medicine-Riyadh,University Of Imam Muhammad Bin Saud Islamic University,1,no
12300,2016,Riyadh,JointProgram for Forensic Medicine-Riyadh,Umm Al Qura University,1,no
12301,2016,Riyadh,JointProgram for Forensic Medicine-Riyadh,Taibah University,1,no
12303,2016,Riyadh,JointProgram for Forensic Medicine-Riyadh,King Saud Bin Abdulaziz University For Health Scinces,1,no
12304,2016,Riyadh,JointProgram for Forensic Medicine-Riyadh,King Khalid University,1,no
12306,2016,Riyadh,JointProgram for Endodontic in Central region,Taibah University,1,no
12308,2016,Riyadh,JointProgram for Endodontic in Central region,King Khalid University,1,no
12309,2016,Riyadh,JointProgram for Endodontic in Central region,Imam Abdulrahman Bin Faisal University,1,no
12311,2016,Riyadh,"Joint training program in the central region, Riyadh",University Of Khartoum,1,no
12312,2016,Riyadh,"Joint training program in the central region, Riyadh",Riyadh Colleges Of Dentistry And Pharmacy,1,no
12313,2016,Riyadh,"Joint training program in the central region, Riyadh",Omdurman Islamic University - Sudan,1,no
12314,2016,Riyadh,"Joint training program in the central region, Riyadh",Liaquat University Of Medical & Health Sciences,1,no
12315,2016,Riyadh,AlYamamah Hospital in Riyadh,Qassim University,1,no
12316,2016,Riyadh,AlYamamah Hospital in Riyadh,King Faisal University,1,no
12318,2016,Makkah,The program of the Ministry of Health in Makkah Al-Mukarramah,Taif University,1,no
12319,2016,Makkah,Teaching Dental Hospital at Dentistry College in Umm Al-Qura University in Mecca,Umm Al Qura University,1,no
12321,2016,Makkah,Security Forces Hospital in Mecca,University Of Medical Sciences And Technology,1,no
12322,2016,Makkah,Security Forces Hospital in Mecca,King Khalid University,1,no
12323,2016,Makkah,Security Forces Hospital in Mecca,Batterjee Medical College,1,no
12324,2016,Makkah,Pedodontics Combind Prg(Jedd),King Abdulaziz University,1,no
12325,2016,Makkah,Orthodontics Combined Jeddah,King Abdulaziz University,1,no
12326,2016,Makkah,Maternity and Children Hospital in Mecca,Saudi Commission For Health Specialties,1,no
12327,2016,Makkah,Maternity and Children Hospital in Mecca,King Saud University,1,no
12332,2016,Makkah,King Faisal Hospital in Mecca,Al Jouf University,1,no
12335,2016,Makkah,King Abdullah Medical City in the Holy Capital,October 6 University - Egypt,1,no
12336,2016,Makkah,King Abdullah Medical City in the Holy Capital,Misr University For Science And Technology - Egypt,1,no
12338,2016,Makkah,King Abdullah Medical City in the Holy Capital,King Faisal University,1,no
12341,2016,Makkah,King Abdullah Medical City in the Holy Capital,Batterjee Medical College,1,no
12342,2016,Makkah,King Abdullah Medical City in the Holy Capital,Albaha University,1,no
12344,2016,Makkah,King Abdulaziz Hospital in Mecca,Qassim University,1,no
12345,2016,Makkah,King Abdulaziz Hospital in Mecca,Batterjee Medical College,1,no
12347,2016,Makkah,JointProgram for Preventive Medicine in Makkah,Taif University,1,no
12348,2016,Makkah,The program of the Ministry of Health in Makkah Al-Mukarramah,Batterjee Medical College,1,no
12350,2016,Riyadh,AlYamamah Hospital in Riyadh,Jordan University Of Science And Technology,1,no
12351,2016,Manama,Bahrain Defense Force Hospital in the Kingdom of Bahrain,Ama International University,1,no
12353,2016,Riyadh,Al-Iman Hospital in Riyadh,University Of Kalamoon,1,no
12354,2016,Riyadh,Al-Iman Hospital in Riyadh,Umm Al Qura University,1,no
12355,2016,Riyadh,Al-Iman Hospital in Riyadh,King Saud University,1,no
12356,2016,Riyadh,Al-Iman Hospital in Riyadh,King Saud Bin Abdulaziz University For Health Scinces,1,no
12357,2016,Riyadh,Al-Iman Hospital in Riyadh,King Faisal University,1,no
12358,2016,Riyadh,Al-Iman Hospital in Riyadh,Almaarefa University,1,no
12360,2016,Najran,General Directorate of Health Affairs in Najran Region,University of Aden,1,no
12361,2016,Najran,General Directorate of Health Affairs in Najran Region,Umm Al Qura University,1,no
12362,2016,Najran,General Directorate of Health Affairs in Najran Region,Omdurman Islamic University - Sudan,1,no
12363,2016,Najran,General Directorate of Health Affairs in Najran Region,October 6 University - Egypt,1,no
12364,2016,Najran,General Directorate of Health Affairs in Najran Region,King Saud University,1,no
12366,2016,Najran,General Directorate of Health Affairs in Najran Region,Jazan University,1,no
12367,2016,Najran,General Directorate of Health Affairs in Najran Region,Imam Abdulrahman Bin Faisal University,1,no
12368,2016,Manama,Salmaniya Medical Complex in Manama,University Of Bahrain,1,no
12369,2016,Manama,Salmaniya Medical Complex in Manama,Royal College of Surgeons in Ireland - Bahrain,1,no
12370,2016,Manama,King Hamad University Hospital in Kingdom of Bahrain,University Of Bahrain,1,no
12371,2016,Manama,King Hamad University Hospital in Kingdom of Bahrain,Royal College of Surgeons in Ireland - Bahrain,1,no
12372,2016,Manama,King Hamad University Hospital in Kingdom of Bahrain,King Faisal University,1,no
12373,2016,Manama,King Hamad University Hospital in Kingdom of Bahrain,Jordan University Of Science And Technology,1,no
12374,2016,Manama,King Hamad University Hospital in Kingdom of Bahrain,Hadhramout University Of Science & Technology,1,no
12375,2016,Manama,King Hamad University Hospital in Kingdom of Bahrain,Cairo University,1,no
12376,2016,Manama,King Hamad University Hospital in Kingdom of Bahrain,Arabian Gulf University,1,no
12377,2016,Manama,King Hamad University Hospital in Kingdom of Bahrain,Alexandria University,1,no
12379,2016,Manama,Bahrain Defense Force Hospital in the Kingdom of Bahrain,Misr University For Science And Technology - Egypt,1,no
12380,2016,Manama,Bahrain Defense Force Hospital in the Kingdom of Bahrain,King Abdulaziz University,1,no
12381,2016,Riyadh,JointProgram for Periodontics- Riyadh,Riyadh Colleges Of Dentistry And Pharmacy,1,no
12382,2016,Riyadh,JointProgram for Preventive medicine-Riyadh,Imam Abdulrahman Bin Faisal University,1,no
12383,2016,Riyadh,JointProgram for Preventive medicine-Riyadh,King Faisal University,1,no
12385,2016,Riyadh,King Khalid Eye Specialist Hospital in Riyadh,King Khalid University,1,no
12387,2016,Riyadh,King Khalid Eye Specialist Hospital in Riyadh,Jazan University,1,no
12389,2016,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,University Of Tunisia,1,no
12390,2016,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,University Of Southern Queensland,1,no
12391,2016,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,University Of Khartoum,1,no
12393,2016,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,The Syrian Private University,1,no
12395,2016,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,Sana'A University - Yemen,1,no
12396,2016,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,Royal College of Surgeons in Ireland - Bahrain,1,no
12398,2016,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,Prince Sattam Bin Abdulaziz University,1,no
12400,2016,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,Najran University,1,no
12401,2016,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,Murdoch University,1,no
12407,2016,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,Hadhramout University Of Science & Technology,1,no
12408,2016,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,Dubai Medical College For Girls,1,no
12409,2016,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,Creighton University,1,no
12411,2016,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,Almaarefa University,1,no
12415,2016,Riyadh,King Khalid Eye Specialist Hospital in Riyadh,Qassim University,1,no
12418,2016,Riyadh,King Saud Medical City in Riyadh,Jordan University Of Science And Technology,1,no
12419,2016,Riyadh,King Saud Medical City in Riyadh,Jazan University,1,no
12420,2016,Riyadh,King Saud Medical City in Riyadh,Batterjee Medical College,1,no
12421,2016,Riyadh,King Saud Medical City in Riyadh,Almaarefa University,1,no
12422,2016,Riyadh,King Saud Medical City in Riyadh,Alfaisal University,1,no
12423,2016,Riyadh,King Saud Medical City in Riyadh,Albaha University,1,no
12424,2016,Riyadh,King Saud Medical City in Riyadh,Al Jouf University,1,no
12425,2016,Riyadh,King Saud Medical City in Riyadh,Africa College,1,no
12426,2016,Riyadh,King Salman bin Abdulaziz Hospital in Riyadh,Umm Al Qura University,1,no
12427,2016,Riyadh,King Salman bin Abdulaziz Hospital in Riyadh,Taibah University,1,no
12428,2016,Riyadh,King Salman bin Abdulaziz Hospital in Riyadh,Prince Sattam Bin Abdulaziz University,1,no
12429,2016,Riyadh,King Salman bin Abdulaziz Hospital in Riyadh,King Abdulaziz University,1,no
12430,2016,Riyadh,King Salman bin Abdulaziz Hospital in Riyadh,Imam Abdulrahman Bin Faisal University,1,no
12431,2016,Riyadh,King Salman bin Abdulaziz Hospital in Riyadh,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1,no
12432,2016,Riyadh,King Salman bin Abdulaziz Hospital in Riyadh,Arabian Gulf University,1,no
12433,2016,Riyadh,King Salman bin Abdulaziz Hospital in Riyadh,Al Jouf University,1,no
12435,2016,Riyadh,King Khalid University Hospital in Riyadh,University Of Tabuk,1,no
12437,2016,Riyadh,King Khalid University Hospital in Riyadh,Tanta University,1,no
12438,2016,Riyadh,King Khalid University Hospital in Riyadh,Taif University,1,no
12440,2016,Riyadh,King Khalid University Hospital in Riyadh,Riyadh Elm University,1,no
12442,2016,Riyadh,King Khalid University Hospital in Riyadh,Misr University For Science And Technology - Egypt,1,no
12444,2016,Riyadh,King Khalid University Hospital in Riyadh,Jazan University,1,no
12446,2016,Riyadh,King Khalid University Hospital in Riyadh,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1,no
12449,2016,Riyadh,King Fahad Medical City in Riyadh,University Of Bisha,1,no
12451,2016,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Prince Sattam Bin Abdulaziz University,1,no
12452,2016,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Najran University,1,no
12456,2016,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Health Affaires Of The National Guard,1,no
12457,2016,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Batterjee Medical College,1,no
12458,2016,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Banha University,1,no
12459,2016,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Almaarefa University,1,no
12460,2016,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Alfaisal University,1,no
12463,2016,Riyadh,JointProgram for Restorative Dentistry- Central,Umm Al Qura University,1,no
12464,2016,Riyadh,JointProgram for Restorative Dentistry- Central,Saudi Commission For Health Specialties,1,no
12467,2016,Riyadh,JointProgram for Restorative Dentistry- Central,King Abdulaziz University,1,no
12468,2016,Riyadh,JointProgram for Restorative Dentistry- Central,Imam Abdulrahman Bin Faisal University,1,no
12470,2016,Riyadh,JointProgram for Psychiatry in Riyadh,Umm Al Qura University,1,no
12471,2016,Riyadh,JointProgram for Psychiatry in Riyadh,Taibah University,1,no
12472,2016,Riyadh,JointProgram for Psychiatry in Riyadh,King Saud University,1,no
12473,2016,Riyadh,JointProgram for Psychiatry in Riyadh,King Saud Bin Abdulaziz University For Health Scinces,1,no
12474,2016,Riyadh,JointProgram for Psychiatry in Riyadh,King Abdulaziz University,1,no
12475,2016,Riyadh,JointProgram for Prosthodontics in Riyadh,Riyadh Elm University,1,no
12476,2016,Riyadh,JointProgram for Prosthodontics in Riyadh,Riyadh Colleges Of Dentistry And Pharmacy,1,no
12478,2016,Riyadh,JointProgram for Prosthodontics in Riyadh,King Khalid University,1,no
12479,2016,Riyadh,JointProgram for Preventive medicine-Riyadh,University Of Imam Muhammad Bin Saud Islamic University,1,no
12480,2016,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Sulaiman Al Rajhi University,1,no
12484,2016,Riyadh,King Fahad Medical City in Riyadh,Technical and Vocational Training Corporation ( TVTC ) ,1,no
12487,2016,Riyadh,King Fahad Medical City in Riyadh,Sana'A University - Yemen,1,no
12489,2016,Riyadh,King Fahad Medical City in Riyadh,Princess Nora Bint Abdul Rahman University,1,no
12493,2016,Riyadh,King Fahad Medical City in Riyadh,Ministry Of Education In Saudi Arabia,1,no
12497,2016,Riyadh,King Fahad Medical City in Riyadh,Jeddah University,1,no
12502,2016,Riyadh,King Fahad Medical City in Riyadh,Hadhramout University Of Science & Technology,1,no
12503,2016,Riyadh,King Fahad Medical City in Riyadh,Batterjee Medical College,1,no
12504,2016,Riyadh,King Fahad Medical City in Riyadh,Arabian Gulf University,1,no
12506,2016,Riyadh,King Abdullah bin Abdulaziz University Hospital at Princess Nora Bint Abdulrahmsn University in Riyadh,King Saud University,1,no
12507,2016,Riyadh,King Abdulaziz University Hospital in Riyadh,Unknown,1,yes
12512,2017,Alkharj  ,The General Organization for Military Industries Hospital in Alkharj,Saudi Commission For Health Specialties,1,no
12513,2017,Alqatif  ,AlQatif Central Hospital,Almaarefa University,1,no
12516,2017,Jeddah,King Fahd General Hospital in Jeddah,Qassim University,1,no
12517,2017,Jeddah,King Fahd General Hospital in Jeddah,October 6 University - Egypt,1,no
12518,2017,Jeddah,King Fahd General Hospital in Jeddah,Misr University For Science And Technology - Egypt,1,no
12522,2017,Jeddah,King Fahd General Hospital in Jeddah,Jeddah University,1,no
12525,2017,Jeddah,King Fahd General Hospital in Jeddah,Al-Ghad International College For Applied Medical Sciences,1,no
12526,2017,Jeddah,King Fahd General Hospital in Jeddah,Al Jouf University,1,no
12528,2017,Jeddah,King Abdullah Medical Complex in Jeddah,Taibah University,1,no
12529,2017,Jeddah,King Abdullah Medical Complex in Jeddah,King Khalid University,1,no
12530,2017,Jeddah,King Abdullah Medical Complex in Jeddah,Jeddah University,1,no
12532,2017,Jeddah,King Abdulaziz University Hospital in Jeddah,University Of Tabuk,1,no
12533,2017,Jeddah,King Abdulaziz University Hospital in Jeddah,University Of Juba,1,no
