,Yearly_quarter,Time_Response
0,2019-Q1,386.5278318235489
1,2019-Q2,530.7722978350791
2,2019-Q3,454.2499775413827
3,2019-Q4,641.2988609212247
4,2020-Q1,234.50887332246035
5,2020-Q2,100.74479898622015
6,2020-Q3,84.3519603336002
7,2020-Q4,71.29033916043865
8,2021-Q1,49.526748830703426
9,2021-Q2,23.65357389303071
10,2021-Q3,19.796848414860552
11,2021-Q4,19.060665676274418
12,2022-Q1,17.3954891198001
13,2022-Q2,19.96181789487162
14,2022-Q3,20.60786205072143
